Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;Ce1tralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;Garage2ish;GarageCars;GarageArea;GarageQual;GarageCond;2avedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
74;20;0;85;10200;0;NA;0;0;0;0;0;11;0;0;0;1;5;7;1954;2003;0;0;2;5;0;104;1;0;1;1;0;0;1;320;1;362;404;1086;0;1;0;0;1086;0;0;1086;1;0;1;0;3;1;1;6;0;0;NA;0;1989;1;2;490;0;0;0;0;0;0;0;0;0;NA;2;NA;0;5;2010;0;0;144900
75;50;1;60;5790;0;NA;0;0;0;2;0;7;0;0;0;0;3;6;1915;1950;2;0;0;0;1;0;0;1;1;4;0;0;2;0;0;0;840;840;0;1;1;0;840;765;0;1605;0;0;2;0;3;2;1;8;0;0;NA;1;1915;1;1;379;0;0;0;0;0;202;0;0;0;NA;NA;NA;0;5;2010;0;0;107400
76;180;1;21;1596;0;NA;0;0;0;0;0;14;0;0;4;5;4;5;1973;1973;0;0;6;6;1;0;1;0;1;0;0;1;0;462;0;0;0;462;0;2;0;0;526;462;0;988;1;0;1;0;2;1;1;5;0;0;NA;2;1973;1;1;297;0;0;0;120;101;0;0;0;0;NA;2;NA;0;11;2009;0;0;91000
77;20;0;NA;8475;0;NA;1;0;0;0;0;11;0;0;0;1;4;7;1956;1956;0;0;0;0;1;0;1;0;1;1;0;0;1;228;0;0;724;952;0;0;0;2;952;0;0;952;0;0;1;0;2;1;1;4;0;0;NA;1;1956;1;1;283;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2008;0;0;135750
78;50;1;50;8635;0;NA;0;0;0;0;0;8;0;0;0;2;5;5;1948;2001;0;0;2;5;1;0;1;0;1;1;0;0;4;336;6;41;295;672;0;2;0;0;1072;213;0;1285;1;0;1;0;2;1;1;6;1;0;NA;1;1948;1;1;240;0;0;0;0;0;0;0;0;0;NA;1;NA;0;1;2008;0;0;127000
79;90;0;72;10778;0;NA;0;0;0;0;0;9;0;0;2;1;4;5;1968;1968;1;0;3;3;1;0;1;0;1;1;0;0;2;0;0;0;1768;1768;0;2;1;0;1768;0;0;1768;0;0;2;0;4;2;1;8;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;0;4;2010;0;0;136500
80;50;1;60;10440;0;0;0;0;0;2;0;7;0;0;0;0;5;6;1910;1981;0;0;2;5;1;0;1;0;0;1;0;0;2;0;0;0;440;440;0;1;0;0;682;548;0;1230;0;0;1;1;2;1;1;5;0;0;NA;1;1966;1;2;440;0;0;0;74;0;128;0;0;0;NA;1;NA;0;5;2009;0;0;110000
81;60;0;100;13000;0;NA;0;0;0;2;0;11;0;0;0;0;6;6;1968;1968;0;0;0;0;0;576;1;1;1;0;0;0;3;448;0;0;448;896;0;2;0;0;1182;960;0;2142;0;0;2;1;4;1;0;8;0;1;2;0;1968;2;1;509;0;0;0;0;72;0;0;252;0;NA;NA;NA;0;6;2009;0;0;193500
82;120;1;32;4500;0;NA;0;0;0;1;0;4;0;0;3;1;6;5;1998;1998;1;0;0;0;0;443;1;1;0;2;1;0;0;1201;0;0;36;1237;0;0;0;0;1337;0;0;1337;1;0;2;0;2;1;1;5;0;0;NA;0;1998;2;2;405;0;0;0;0;199;0;0;0;0;NA;NA;NA;0;3;2006;0;0;153500
83;20;0;78;10206;0;NA;0;0;0;0;0;5;0;0;0;1;8;5;2007;2007;0;0;0;0;2;468;1;0;0;0;0;0;0;33;0;0;1530;1563;0;0;0;0;1563;0;0;1563;0;0;2;0;3;1;0;6;0;1;2;0;2007;0;3;758;0;0;0;144;99;0;0;0;0;NA;NA;NA;0;10;2008;0;0;245000
84;20;0;80;8892;0;NA;1;0;0;0;0;11;0;0;0;1;5;5;1960;1960;0;0;1;1;3;66;1;0;1;1;0;0;2;0;0;0;1065;1065;0;1;0;0;1065;0;0;1065;0;0;1;1;3;1;1;6;0;0;NA;1;1974;1;2;461;0;0;0;74;0;0;0;0;0;NA;NA;NA;0;7;2007;2;0;126500
85;80;0;NA;8530;0;NA;1;0;0;0;0;17;0;0;0;5;7;5;1995;1996;0;0;3;3;0;22;1;0;0;0;0;0;2;0;0;0;384;384;0;1;0;0;804;670;0;1474;0;0;2;1;3;1;1;7;0;1;1;2;1995;2;2;400;0;0;0;120;72;0;0;0;0;NA;NA;1;700;5;2009;0;0;168500
86;60;0;121;16059;0;NA;0;0;0;2;0;3;0;0;0;0;8;5;1991;1992;1;0;3;3;0;284;0;0;1;0;0;0;2;0;0;0;1288;1288;0;0;0;0;1301;1116;0;2417;0;0;2;1;4;1;0;9;0;1;1;0;1991;1;2;462;0;0;0;127;82;0;0;0;0;NA;NA;NA;0;4;2006;0;0;260000
87;60;0;122;11911;0;NA;2;0;0;0;0;17;0;0;0;0;6;5;2005;2005;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;684;684;0;0;0;0;684;876;0;1560;0;0;2;1;3;1;0;6;0;1;2;2;2005;2;2;400;0;0;0;100;38;0;0;0;0;NA;NA;NA;0;3;2009;0;0;174000
88;160;3;40;3951;0;1;0;0;0;2;0;5;0;0;3;0;6;5;2009;2009;0;0;0;0;2;76;0;0;0;0;0;3;2;0;0;0;612;612;0;0;0;0;612;612;0;1224;0;0;2;1;2;1;0;4;0;0;NA;1;2009;0;2;528;0;0;0;0;234;0;0;0;0;NA;NA;NA;0;6;2009;1;2;164500
89;50;2;105;8470;0;NA;1;0;0;2;0;13;1;3;0;2;3;2;1915;1982;1;0;7;4;1;0;3;2;1;1;3;0;2;0;0;0;1013;1013;0;2;1;0;1013;0;513;1526;0;0;1;0;2;1;3;6;0;0;NA;NA;NA;NA;0;0;NA;NA;1;0;0;156;0;0;0;NA;1;NA;0;10;2009;3;1;85000
90;20;0;60;8070;0;NA;0;0;0;0;0;0;0;0;0;1;4;5;1994;1995;0;0;0;0;1;0;1;0;0;0;0;0;0;588;0;0;402;990;0;0;0;0;990;0;0;990;1;0;1;0;3;1;1;5;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;0;8;2007;0;0;123600
91;20;0;60;7200;0;NA;0;0;0;0;0;11;0;0;0;1;4;5;1950;1950;0;0;4;5;1;0;1;0;4;NA;NA;NA;NA;0;NA;0;0;0;0;2;0;2;1040;0;0;1040;0;0;1;0;2;1;1;4;0;0;NA;1;1950;1;2;420;0;0;0;0;29;0;0;0;0;NA;NA;NA;0;7;2006;0;0;109900
92;20;0;85;8500;0;NA;0;0;0;0;0;11;0;0;0;1;5;3;1961;1961;1;0;3;3;3;203;1;0;1;1;0;0;3;600;0;0;635;1235;0;2;0;0;1235;0;0;1235;0;0;1;0;2;1;1;6;0;0;NA;0;1961;1;2;480;0;0;0;0;0;0;0;0;0;NA;2;NA;0;12;2006;0;1;98600
93;30;0;80;13360;0;0;1;3;0;0;0;2;0;0;0;1;5;7;1921;2006;0;0;2;5;1;0;1;1;2;0;0;0;1;713;0;0;163;876;0;0;0;0;964;0;0;964;1;0;1;0;2;1;1;5;0;0;NA;1;1921;1;2;432;0;0;0;0;0;44;0;0;0;NA;NA;NA;0;8;2009;0;0;163500
94;190;2;60;7200;0;NA;0;0;0;2;0;7;0;0;1;6;6;6;1910;1998;1;0;1;1;1;0;1;0;2;1;3;2;3;1046;0;0;168;1214;1;0;1;0;1260;1031;0;2291;0;1;2;0;4;2;1;9;0;1;2;1;1900;1;2;506;0;0;0;0;0;0;0;99;0;NA;NA;NA;0;11;2007;0;0;133900
95;60;0;69;9337;0;NA;1;0;0;0;0;0;0;0;0;0;6;5;1997;1997;0;0;0;0;1;0;1;1;0;0;0;0;0;648;0;0;176;824;0;0;0;0;905;881;0;1786;1;0;2;1;3;1;0;7;0;0;NA;0;1997;0;2;684;0;0;0;0;162;0;0;0;0;NA;NA;NA;0;5;2007;0;0;204750
96;60;0;NA;9765;0;NA;2;0;0;2;0;17;0;0;0;0;6;8;1993;1993;0;0;0;0;0;68;2;1;0;0;1;0;1;310;0;0;370;680;0;1;0;0;680;790;0;1470;0;0;2;1;3;1;1;6;0;1;1;2;1993;2;2;420;0;0;0;232;63;0;0;0;0;NA;NA;1;480;4;2009;0;0;185000
97;20;0;78;10264;0;NA;1;0;0;0;0;0;0;0;0;1;7;5;1999;1999;0;0;0;0;0;183;0;0;0;0;0;3;1;1162;0;0;426;1588;0;0;0;0;1588;0;0;1588;0;0;2;0;3;1;0;6;0;0;NA;0;1999;0;2;472;0;0;0;158;29;0;0;0;0;NA;NA;NA;0;8;2006;0;0;214000
98;20;0;73;10921;0;NA;0;3;0;0;0;15;0;0;0;1;4;5;1965;1965;1;0;3;3;0;48;1;0;1;1;0;0;3;520;0;0;440;960;0;2;0;1;960;0;0;960;1;0;1;0;3;1;1;6;0;0;NA;0;1965;2;1;432;0;0;2;120;0;0;0;0;0;NA;NA;NA;0;5;2007;0;0;94750
99;30;0;85;10625;0;NA;0;0;0;2;0;15;0;0;0;1;5;5;1920;1950;0;0;2;5;1;0;1;0;2;1;0;0;1;108;0;0;350;458;0;3;1;0;835;0;0;835;0;0;1;0;2;1;1;5;0;0;NA;5;1920;1;1;366;1;0;0;0;0;77;0;0;0;NA;NA;1;400;5;2010;2;1;83000
100;20;0;77;9320;0;NA;1;0;0;0;0;11;0;0;0;1;4;5;1959;1959;0;0;7;4;1;0;1;0;1;1;0;0;1;569;0;0;381;950;0;3;0;0;1225;0;0;1225;1;0;1;1;3;1;1;6;0;0;NA;NA;NA;NA;0;0;NA;NA;0;352;0;0;0;0;0;NA;NA;1;400;1;2010;0;0;128950
101;20;0;NA;10603;0;NA;1;0;0;0;0;6;0;0;0;1;6;7;1977;2001;0;0;7;4;0;28;1;0;0;1;0;2;1;1200;0;0;410;1610;0;1;0;0;1610;0;0;1610;1;0;2;0;3;1;0;6;0;2;1;0;1977;0;2;480;0;0;0;168;68;0;0;0;0;NA;NA;NA;0;2;2010;0;0;205000
102;60;0;77;9206;0;NA;0;0;0;0;0;12;0;0;0;0;6;5;1985;1985;0;0;3;3;0;336;0;0;1;0;0;0;2;0;0;0;741;741;0;2;0;0;977;755;0;1732;0;0;2;1;3;1;0;7;0;1;1;0;1985;2;2;476;0;0;0;192;46;0;0;0;0;NA;NA;NA;0;6;2010;0;0;178000
103;90;0;64;7018;0;NA;0;1;0;0;0;12;0;0;2;1;5;5;1979;1979;0;0;3;3;1;0;1;2;4;NA;NA;NA;NA;0;NA;0;0;0;0;2;0;0;1535;0;0;1535;0;0;2;0;4;2;1;8;0;0;NA;0;1979;1;2;410;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;6;2009;0;4;118964
104;20;0;94;10402;0;NA;1;0;0;2;0;0;0;0;0;1;7;5;2009;2009;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1226;1226;0;0;0;0;1226;0;0;1226;0;0;2;0;3;1;0;6;0;0;NA;0;2009;0;3;740;0;0;0;0;36;0;0;0;0;NA;NA;NA;0;5;2010;0;0;198900
105;50;1;NA;7758;0;NA;0;0;0;2;0;13;0;0;0;2;7;4;1931;1950;0;0;9;8;0;600;1;2;0;1;0;0;6;224;0;0;816;1040;0;0;0;1;1226;592;0;1818;0;0;1;1;4;1;1;7;0;2;1;1;1951;1;1;240;0;0;0;0;0;0;0;184;0;NA;NA;NA;0;6;2007;0;0;169500
106;60;3;75;9375;0;NA;0;0;0;0;0;5;0;0;0;0;8;5;2003;2004;1;0;0;0;0;768;0;0;0;2;0;0;2;0;0;0;1053;1053;0;0;0;0;1053;939;0;1992;0;0;2;1;3;1;0;9;0;1;2;0;2003;0;2;648;0;0;0;140;45;0;0;0;0;NA;NA;NA;0;8;2008;0;0;250000
107;30;1;60;10800;0;0;0;0;0;0;0;7;0;0;0;1;4;7;1885;1995;3;0;0;0;1;0;1;0;2;4;0;0;2;0;0;0;641;641;0;1;0;0;1047;0;0;1047;0;0;1;0;2;1;1;6;0;0;NA;1;1954;1;1;273;1;1;1;0;0;0;0;0;0;NA;NA;1;450;8;2007;0;0;100000
108;20;1;50;6000;0;NA;0;0;0;0;0;7;0;0;0;1;5;5;1948;1950;0;0;0;0;1;0;1;0;1;1;0;0;1;104;1;169;516;789;0;0;0;0;789;0;0;789;0;0;1;0;2;1;1;5;0;0;NA;1;1948;1;1;250;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2008;0;2;115000
109;50;1;85;8500;0;NA;0;0;0;2;0;13;3;0;0;2;5;7;1919;2005;0;0;6;6;1;0;1;0;1;1;0;0;2;0;0;0;793;793;1;2;1;1;997;520;0;1517;0;0;2;0;3;1;3;7;0;0;NA;NA;NA;NA;0;0;NA;NA;1;0;0;144;0;0;0;NA;NA;NA;0;8;2007;0;0;115000
110;20;0;105;11751;0;NA;1;0;0;0;0;6;0;0;0;1;6;6;1977;1977;1;0;7;4;0;480;1;0;1;0;0;0;4;705;0;0;1139;1844;0;0;0;0;1844;0;0;1844;0;0;2;0;3;1;1;7;0;1;1;0;1977;0;2;546;0;0;0;0;122;0;0;0;0;NA;1;NA;0;1;2010;2;0;190000
111;50;0;75;9525;0;NA;0;0;0;0;0;15;0;0;0;2;6;4;1954;1972;0;0;2;5;1;0;1;0;1;1;3;0;3;444;0;0;550;994;0;1;0;0;1216;639;0;1855;0;0;2;0;4;1;1;7;0;0;NA;0;1954;1;1;325;0;0;0;182;0;0;0;0;0;NA;NA;NA;0;10;2006;0;0;136900
112;80;0;NA;7750;0;NA;1;0;0;0;0;17;0;0;0;5;7;5;2000;2000;0;0;0;0;1;0;1;0;0;0;0;0;0;250;0;0;134;384;0;0;0;0;774;656;0;1430;0;0;2;1;3;1;1;7;0;1;1;2;2000;2;2;400;0;0;0;180;0;0;0;0;0;NA;NA;NA;0;4;2010;0;0;180000
113;60;0;77;9965;0;NA;0;0;0;0;0;0;0;0;0;0;7;5;2007;2007;0;0;0;0;2;220;0;0;0;2;0;3;0;984;0;0;280;1264;0;0;0;0;1282;1414;0;2696;1;0;2;1;4;1;2;10;0;1;2;2;2007;2;3;792;0;0;0;120;184;0;0;168;0;NA;NA;NA;0;10;2007;1;2;383970
114;20;0;NA;21000;0;NA;0;1;0;2;0;2;0;0;0;1;6;5;1953;1953;1;0;2;5;0;184;1;1;1;0;0;2;1;35;4;869;905;1809;0;2;0;0;2259;0;0;2259;1;0;2;0;3;1;0;7;0;2;2;5;1953;1;2;450;0;0;0;166;120;192;0;0;0;NA;1;NA;0;10;2007;2;1;217000
115;70;0;61;7259;0;NA;1;0;0;0;1;2;0;0;0;0;6;8;1945;2002;2;0;2;5;1;0;1;0;1;1;0;0;1;774;5;150;104;1028;0;0;0;0;1436;884;0;2320;1;0;2;1;3;1;0;9;0;1;1;1;1945;1;1;180;0;0;0;224;0;0;0;0;0;NA;1;NA;0;7;2007;0;0;259500
116;160;3;34;3230;0;1;0;0;0;2;0;5;0;0;3;0;6;5;1999;1999;0;0;1;1;0;1129;1;0;0;0;0;0;0;419;0;0;310;729;0;1;0;0;729;729;0;1458;0;0;2;1;2;1;1;5;0;1;3;1;1999;1;2;440;0;0;0;0;32;0;0;0;0;NA;NA;NA;0;6;2007;0;0;176000
117;20;0;NA;11616;0;NA;0;0;0;0;0;9;0;0;0;1;5;5;1962;1962;0;0;2;5;0;116;1;0;1;1;0;0;6;170;1;670;252;1092;0;2;0;0;1092;0;0;1092;0;1;1;0;3;1;1;6;0;1;5;0;1962;1;1;288;0;0;0;0;20;144;0;0;0;NA;NA;NA;0;9;2009;0;0;139000
118;20;0;74;8536;0;NA;0;0;0;2;0;15;0;0;0;1;5;5;2006;2007;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1125;1125;0;1;0;0;1125;0;0;1125;0;0;1;1;2;1;1;5;0;0;NA;0;2007;1;2;430;0;0;0;80;64;0;0;0;0;NA;NA;NA;0;4;2007;1;2;155000
119;60;0;90;12376;0;NA;0;0;0;2;0;12;0;0;0;0;7;5;1990;1990;1;0;7;4;1;0;1;0;0;0;0;2;0;1470;0;0;203;1673;0;1;0;0;1699;1523;0;3222;1;0;3;0;5;1;0;11;0;2;1;0;1990;1;3;594;0;0;0;367;0;0;0;0;0;NA;NA;NA;0;5;2010;0;0;320000
120;60;0;65;8461;0;NA;0;0;0;0;0;0;0;0;0;0;6;5;2005;2006;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;728;728;0;0;0;0;728;728;0;1456;0;0;2;1;3;1;0;8;0;1;2;0;2005;2;2;390;0;0;0;0;24;0;0;0;0;NA;NA;NA;0;7;2006;1;2;163990
121;80;0;NA;21453;0;NA;1;2;0;3;2;19;0;0;0;5;6;5;1969;1969;4;2;7;4;1;0;1;0;1;1;0;1;1;938;0;0;0;938;0;0;0;0;988;0;0;988;1;0;1;0;1;1;1;4;0;2;1;0;1969;1;2;540;0;0;0;0;130;0;130;0;0;NA;NA;NA;0;10;2006;0;0;180000
122;50;1;50;6060;0;NA;0;0;0;0;0;13;0;0;0;2;4;5;1939;1950;0;0;8;9;1;0;1;0;0;1;0;0;2;0;0;0;732;732;0;1;0;0;772;351;0;1123;0;0;1;0;3;1;1;4;0;0;NA;1;1979;1;1;264;0;0;2;0;0;140;0;0;0;NA;1;NA;0;6;2007;0;0;100000
123;20;0;75;9464;0;NA;0;0;0;2;0;11;0;0;0;1;6;7;1958;1958;1;0;1;1;0;135;1;1;1;1;0;0;4;570;0;0;510;1080;0;1;0;0;1080;0;0;1080;0;0;1;0;3;1;1;5;0;0;NA;0;1958;1;1;288;0;0;0;0;0;0;0;130;0;NA;NA;NA;0;6;2008;0;0;136000
124;120;0;55;7892;0;NA;0;0;0;0;0;12;0;0;3;1;6;5;1993;1993;0;0;7;4;1;0;0;0;0;0;0;0;0;300;0;0;899;1199;0;0;0;0;1199;0;0;1199;0;0;2;0;2;1;0;5;0;0;NA;0;1993;0;2;530;0;0;0;0;63;0;0;0;0;NA;NA;NA;0;3;2008;0;0;153900
125;20;0;48;17043;0;NA;1;0;0;3;0;6;0;0;0;1;6;5;1979;1998;0;0;3;3;1;0;1;1;1;0;3;0;2;0;0;0;1362;1362;0;2;0;0;1586;0;0;1586;0;0;2;0;3;1;1;7;0;1;1;0;1979;1;2;435;0;0;0;192;0;0;0;0;0;NA;NA;NA;0;1;2009;0;0;181000
126;190;1;60;6780;0;NA;0;0;0;0;0;13;0;0;1;2;6;8;1935;1982;0;0;2;5;1;0;1;2;1;1;0;3;0;490;0;0;30;520;0;1;1;0;520;0;234;754;1;0;1;0;2;1;1;5;0;0;NA;NA;NA;NA;0;0;NA;NA;1;53;0;0;0;0;0;NA;NA;NA;0;6;2006;0;0;84500
127;120;0;NA;4928;0;NA;1;0;0;0;0;20;0;0;3;1;6;5;1976;1976;0;0;7;4;1;0;1;0;1;0;0;0;1;120;0;0;958;1078;0;2;0;0;958;0;0;958;0;0;2;0;2;1;1;5;0;1;1;0;1977;0;2;440;0;0;0;0;205;0;0;0;0;NA;NA;NA;0;2;2007;0;0;128000
128;45;1;55;4388;0;NA;1;1;0;0;0;7;1;0;0;3;5;7;1930;1950;0;0;5;5;1;0;1;1;2;1;0;0;6;116;0;0;556;672;0;0;0;0;840;0;0;840;0;0;1;0;3;1;1;5;0;1;1;NA;NA;NA;0;0;NA;NA;1;0;0;0;0;0;0;NA;NA;NA;0;6;2007;0;0;87000
129;60;0;69;7590;0;NA;0;0;0;0;0;11;2;0;0;0;6;5;1966;1966;0;0;0;0;0;266;1;0;1;1;0;0;4;512;0;0;148;660;0;2;0;0;660;688;0;1348;0;0;1;1;3;1;1;6;0;1;3;0;1966;0;2;453;0;0;0;188;108;0;0;0;0;NA;NA;NA;0;7;2006;0;0;155000
130;20;0;69;8973;0;NA;0;0;0;0;0;11;0;0;0;1;5;7;1958;1991;0;0;7;4;0;85;1;0;1;1;0;0;3;567;1;28;413;1008;0;2;0;2;1053;0;0;1053;0;1;1;1;3;1;2;6;0;0;NA;6;1998;0;2;750;0;0;0;0;80;0;180;0;0;NA;4;NA;0;7;2006;0;1;150000
131;60;0;88;14200;0;NA;0;0;0;2;0;11;0;0;0;0;7;6;1966;1966;0;0;1;1;0;309;1;0;1;1;0;0;3;445;0;0;479;924;0;0;0;0;1216;941;0;2157;0;0;2;1;4;1;0;8;0;2;2;0;1966;2;2;487;0;0;0;105;66;0;0;0;0;NA;3;NA;0;5;2006;0;0;226000
132;60;0;NA;12224;0;NA;1;0;0;2;0;17;0;0;0;0;6;5;2000;2000;0;0;0;0;0;40;0;0;0;0;0;0;0;695;0;0;297;992;0;0;0;0;1022;1032;0;2054;1;0;2;1;3;1;0;7;0;1;1;2;2000;0;2;390;0;0;0;24;48;0;0;0;0;NA;NA;NA;0;7;2009;0;0;244000
133;20;0;75;7388;0;NA;0;0;0;2;0;11;0;0;0;1;5;6;1959;2002;0;0;1;1;1;0;1;0;1;1;0;0;3;405;0;0;658;1063;0;1;0;0;1327;0;0;1327;1;0;1;0;3;1;0;7;0;0;NA;1;1974;1;2;624;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;7;2007;0;0;150750
134;20;0;NA;6853;0;NA;1;0;0;0;0;16;0;0;0;1;8;5;2001;2002;0;0;0;0;0;136;0;0;0;2;0;0;0;1005;0;0;262;1267;0;0;0;0;1296;0;0;1296;1;0;2;0;2;1;0;6;0;0;NA;0;2001;2;2;471;0;0;0;192;25;0;0;0;0;NA;NA;NA;0;6;2009;0;0;220000
135;20;0;78;10335;0;NA;1;0;0;0;0;9;0;0;0;1;5;6;1968;1993;0;0;7;4;1;0;1;0;1;1;0;0;3;570;0;0;891;1461;0;1;0;0;1721;0;0;1721;0;0;2;1;3;1;1;7;1;1;1;0;1968;0;2;440;0;0;0;0;96;180;0;0;0;NA;1;NA;0;7;2006;0;0;180000
136;20;0;80;10400;0;NA;0;0;0;0;0;6;0;0;0;1;7;6;1970;1970;1;0;7;4;0;288;1;0;0;1;0;0;2;0;0;0;1304;1304;0;1;0;0;1682;0;0;1682;0;0;2;0;3;1;1;7;0;1;2;0;1970;1;2;530;0;0;0;98;0;0;0;0;0;NA;1;NA;0;5;2008;0;0;174000
137;20;0;NA;10355;0;NA;1;0;0;2;0;11;0;0;0;1;5;5;1967;1967;0;0;1;1;0;196;1;0;1;1;0;0;4;695;0;0;519;1214;0;2;0;0;1214;0;0;1214;0;0;2;0;3;1;1;5;0;1;3;0;1967;0;1;318;0;0;0;0;111;0;0;0;0;NA;NA;NA;0;7;2007;0;0;143000
138;90;0;82;11070;0;NA;0;0;0;0;0;4;0;0;2;1;7;5;1988;1989;0;0;0;0;0;70;1;0;1;1;0;0;2;0;0;0;1907;1907;0;1;0;0;1959;0;0;1959;0;0;3;0;5;2;1;9;0;0;NA;6;1989;1;3;766;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;7;2006;0;5;171000
139;60;0;73;9066;0;NA;1;0;0;0;0;0;0;0;0;0;8;5;1999;2000;0;0;0;0;0;320;0;0;0;0;0;2;0;668;0;0;336;1004;0;0;0;0;1004;848;0;1852;0;0;2;1;3;1;0;7;0;2;1;0;1999;2;3;660;0;0;0;224;106;0;0;0;0;NA;3;NA;0;12;2008;0;0;230000
140;60;0;65;15426;0;NA;1;0;0;0;0;0;0;0;0;0;6;5;1997;1997;0;0;0;0;1;0;1;0;0;0;0;0;0;821;0;0;107;928;0;0;0;0;928;836;0;1764;1;0;2;1;3;1;0;7;0;0;NA;0;1997;0;2;470;0;0;0;276;99;0;0;0;0;NA;1;NA;0;8;2009;0;0;231500
141;20;0;70;10500;0;NA;0;0;0;1;0;11;0;0;0;1;4;5;1971;1971;0;0;3;3;1;0;1;0;1;1;0;0;1;432;0;0;432;864;0;2;0;0;864;0;0;864;0;0;1;0;3;1;1;5;0;1;5;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;0;4;2010;4;0;115000
142;20;0;78;11645;0;NA;0;0;0;0;0;0;0;0;0;1;7;5;2005;2005;0;0;0;0;1;0;0;0;0;0;0;3;0;1300;0;0;434;1734;0;0;0;0;1734;0;0;1734;1;0;2;0;3;1;0;7;0;0;NA;0;2005;2;2;660;0;0;0;160;24;0;0;0;0;NA;NA;NA;0;1;2006;0;0;260000
143;50;0;71;8520;0;NA;0;0;0;2;0;11;3;0;0;2;5;4;1952;1952;0;0;4;5;1;0;1;2;1;1;0;0;3;507;0;0;403;910;0;3;0;0;910;475;0;1385;0;0;2;0;4;1;1;6;0;0;NA;1;2000;1;2;720;0;0;0;0;0;0;0;0;0;NA;1;NA;0;6;2010;0;0;166000
144;20;0;78;10335;0;NA;1;0;0;0;0;0;0;0;0;1;7;5;1999;1999;0;0;0;0;0;183;0;0;0;0;0;1;0;679;0;0;811;1490;0;0;0;0;1501;0;0;1501;1;0;2;0;3;1;0;6;0;0;NA;0;1999;0;2;577;0;0;0;144;29;0;0;0;0;NA;NA;NA;0;6;2009;0;0;204000
145;90;1;70;9100;0;NA;0;0;0;0;0;9;4;0;2;1;5;5;1963;1963;0;0;3;3;0;336;1;0;1;1;0;0;3;1332;0;0;396;1728;0;2;0;0;1728;0;0;1728;1;0;2;0;6;2;1;10;0;0;NA;1;1963;1;2;504;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;11;2006;4;1;125000
146;160;1;24;2522;0;NA;0;0;0;0;0;15;0;0;4;0;6;5;2004;2006;0;0;0;0;2;50;0;0;0;0;0;0;2;0;0;0;970;970;0;0;0;0;970;739;0;1709;0;0;2;0;3;1;0;7;2;0;NA;1;2004;1;2;380;0;0;0;0;40;0;0;0;0;NA;NA;NA;0;4;2006;0;0;130000
147;30;1;51;6120;0;NA;0;0;0;2;0;8;0;0;0;1;5;7;1931;1993;0;0;2;5;1;0;1;0;2;1;0;0;4;209;0;0;506;715;0;2;0;2;875;0;0;875;1;0;1;0;2;1;1;5;0;0;NA;1;1931;1;1;180;1;0;0;48;0;0;0;0;0;NA;NA;NA;0;11;2009;0;0;105000
148;60;0;NA;9505;0;NA;1;0;0;3;0;17;0;0;0;0;7;5;2001;2001;0;0;0;0;0;180;0;0;0;0;0;0;2;0;0;0;884;884;0;0;0;0;884;1151;0;2035;0;0;2;1;3;1;0;8;0;1;2;2;2001;2;2;434;0;0;0;144;48;0;0;0;0;NA;NA;NA;0;5;2010;0;0;222500
149;20;0;63;7500;0;NA;0;0;0;0;0;12;0;0;0;1;7;5;2004;2005;0;0;0;0;0;120;1;0;0;0;0;0;0;680;0;0;400;1080;0;0;0;0;1080;0;0;1080;1;0;1;0;3;1;0;6;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;0;4;2008;0;0;141000
